word_one	word_two	surprisal_w_two	entropy_w_one
Hantel	 Schlaeger	43.036766052246094	na
Hütte	 Huette	33.144432067871094	na
Bagger	 Orange	11.644370079040527	na
Handy	 Radio	8.832038879394531	na
Arm	 Mund	14.353981018066406	na
Burg	 Huette	32.16977310180664	na
Schüßel	 Schuessel	33.998477935791016	na
Gitarre	 Fuss	13.847257614135742	na
Seßel	 Hirsch	10.899099349975586	na
Saege	 Nagel	9.825235366821289	na
Sessel	 Kommode	34.262657165527344	na
Sofa	 Triangel	38.84001159667969	na
Zug	 Auto	15.537995338439941	na
Kiwi	 Birne	30.985931396484375	na
Nagel	 Hammer	11.950908660888672	na
Gitarre	 Tuba	33.32148361206055	na
Arm	 Gurke	31.898487091064453	na
Gabel	 Kaninchen	10.580260276794434	na
Schueßel	 Hantel	34.589351654052734	na
Tomate	 Brokkoli	66.967529296875	na
Säge	 Nagel	12.695398330688477	na
Erdbeere	 Seil	11.595621109008789	na
Fabrik	 Schueßel	73.17687225341797	na
Karotte	 Zwiebel	13.726275444030762	na
Schuessel	 Schüssel	15.031012535095215	na
Hammer	 Saege	29.529199600219727	na
Apfel	 Kiwi	29.77481460571289	na
Tasse	 Löffel	15.84995174407959	na
Harfe	 Trompete	51.10573959350586	na
Boot	 Traktor	10.970436096191406	na
Sieb	 Taße	31.22197914123535	na
Fabrik	 Schüßel	70.13780212402344	na
Meßer	 Stuhl	12.048775672912598	na
Bohrer	 Nase	11.56240463256836	na
Ananas	 Banane	14.149162292480469	na
Ball	 Harfe	38.892269134521484	na
Meßer	 Schüßel	54.48493576049805	na
Kleid	 Fabrik	10.325760841369629	na
Schwein	 Glas	14.507428169250488	na
Kartoffel	 Schläger	10.711312294006348	na
Muehle	 Fabrik	13.122357368469238	na
Traktor	 Bagger	9.448798179626465	na
Radierer	 Löffel	16.961793899536133	na
Kirche	 Seßel	48.62649154663086	na
Trampolin	 Seil	9.780104637145996	na
Gabel	 Topf	17.744468688964844	na
Schüssel	 Hantel	33.85321807861328	na
Messer	 Meßer	37.84418487548828	na
Delphin	 Messer	12.425870895385742	na
Paprika	 Karotte	43.42009735107422	na
Topf	 Meßer	34.025272369384766	na
Sieb	 Tasse	8.731001853942871	na
Hut	 Tuba	31.075593948364258	na
Schrank	 Regal	9.224849700927734	na
Teller	 Auge	9.691481590270996	na
Bauch	 Fuß	10.815436363220215	na
Schläger	 Ball	16.89777374267578	na
Seßel	 Sessel	11.326279640197754	na
Löffel	 Handy	12.382283210754395	na
Schuessel	 Pfanne	10.552383422851562	na
Ziege	 Stift	10.733794212341309	na
Saege	 Gitarre	10.030537605285645	na
Laster	 Tasse	8.335350036621094	na
Sessel	 Seßel	44.356136322021484	na
Fahrrad	 Muehle	31.661361694335938	na
Spitzer	 Hose	11.544122695922852	na
Flieger	 Boot	11.550545692443848	na
Schüßel	 Hantel	34.77613830566406	na
Taße	 Pullover	14.982559204101562	na
Bluse	 Erbse	37.88751220703125	na
Hose	 Bluse	8.696416854858398	na
Bett	 Klavier	8.87694263458252	na
Roller	 Bus	11.285343170166016	na
Tuba	 Geige	12.892693519592285	na
Kegel	 Trampolin	7.8408966064453125	na
Schlaeger	 Schläger	12.531755447387695	na
Säge	 Saege	30.489234924316406	na
Ohr	 Arm	14.799524307250977	na
Schuessel	 Hantel	36.167877197265625	na
Floete	 Flöte	9.951615333557129	na
Topf	 Ananas	14.199408531188965	na
Kaninchen	 Hirsch	11.53671646118164	na
Zwiebel	 Flieger	15.319642066955566	na
Mühle	 Bett	14.863991737365723	na
Bagger	 Laster	31.163606643676758	na
Fabrik	 Kirche	11.850924491882324	na
Messer	 Schüßel	58.60856628417969	na
Erbse	 Mund	11.683902740478516	na
Finger	 Traktor	9.208283424377441	na
