word_one	word_two	surprisal_w_two	entropy_w_one
orso	 polare	25.35088348388672	na
gallina	 vecchia	29.83208465576172	na
uniforme	 militare	7.549942970275879	na
principe	 azzurro	42.48291015625	na
poltrona	 piena	11.835233688354492	na
uova	 stantie	24.0546817779541	na
albicocca	 viola	10.145712852478027	na
scatola	 fatata	26.166393280029297	na
limone	 rosso	7.4075398445129395	na
stazione	 laterale	30.7860050201416	na
orso	 tropicale	25.431734085083008	na
scuola	 paterna	29.17778778076172	na
bistecca	 bassa	9.328926086425781	na
animale	 adulto	6.104034900665283	na
notte	 opaca	31.99201011657715	na
peperone	 ocra	20.725893020629883	na
fragola	 rancida	33.93689727783203	na
alghe	 marine	8.152351379394531	na
brezza	 diurna	44.38391876220703	na
caverna	 buia	30.073083877563477	na
fiamma	 pigra	24.45864486694336	na
limone	 blu	8.040145874023438	na
erba	 rossa	28.588314056396484	na
braccio	 armato	32.05598449707031	na
sorriso	 divertito	31.06833267211914	na
fumo	 pulito	35.902164459228516	na
gufo	 muto	22.911718368530273	na
erba	 secca	22.389013290405273	na
bottiglia	 verde	8.139507293701172	na
brezza	 notturna	29.96991539001465	na
persona	 aperta	8.119342803955078	na
segretaria	 privata	9.237517356872559	na
bacio	 distaccato	46.16978073120117	na
uva	 bianca	9.596543312072754	na
poltrona	 vuota	35.767311096191406	na
vedova	 nera	7.530791282653809	na
arma	 vincente	27.023115158081055	na
cuore	 affollato	60.15744400024414	na
cane	 infido	26.892086029052734	na
vedova	 bianca	9.107044219970703	na
sorriso	 diabolico	44.486080169677734	na
albicocca	 secca	24.505693435668945	na
scatola	 magica	29.208736419677734	na
letto	 caldo	8.833429336547852	na
cuore	 solitario	26.397781372070312	na
denaro	 facile	7.191120624542236	na
peperone	 cremisi	34.43449783325195	na
braccio	 calmo	28.30425453186035	na
braccio	 inerme	43.264163970947266	na
mela	 nera	7.833561897277832	na
specchio	 muto	31.49359893798828	na
carota	 grassa	26.247812271118164	na
latte	 materno	30.4735164642334	na
oca	 bianca	8.36368465423584	na
soldato	 complesso	12.050071716308594	na
bottiglia	 ocra	23.6447696685791	na
bacio	 passionale	37.01860809326172	na
ferro	 caldo	8.479039192199707	na
pelle	 sensibile	27.912328720092773	na
bandiera	 bianca	7.668418884277344	na
uva	 marrone	25.664472579956055	na
casco	 beige	9.204487800598145	na
pomodoro	 rancido	38.38096618652344	na
fiamma	 viva	8.663339614868164	na
stazione	 centrale	9.090702056884766	na
pecora	 nera	7.542854309082031	na
avvocato	 attaccante	27.648679733276367	na
orso	 sazio	23.361608505249023	na
torre	 medievale	20.72694969177246	na
inverno	 lento	5.869006156921387	na
folla	 rinsavita	36.320533752441406	na
cuore	 matto	26.43497085571289	na
zucchero	 amaro	40.89015197753906	na
romanzo	 giallo	7.968294620513916	na
letto	 temperato	42.11903762817383	na
arma	 bianca	8.110215187072754	na
inverno	 lungo	7.345460414886475	na
melanzana	 viola	12.633697509765625	na
pomodoro	 fresco	7.064898490905762	na
banana	 rosa	10.15531063079834	na
gallina	 giovane	9.406798362731934	na
peperone	 rosso	8.609326362609863	na
latte	 paterno	30.51171112060547	na
sedia	 analogica	28.733566284179688	na
sedia	 elettrica	7.123288631439209	na
cavallo	 pazzo	27.478485107421875	na
soldato	 semplice	10.45803165435791	na
quercia	 stretta	34.15715408325195	na
arma	 perdente	27.710477828979492	na
cuore	 aperto	10.79029369354248	na
animale	 adolescente	4.516865253448486	na
arma	 nera	7.728592872619629	na
alghe	 fossili	28.672073364257812	na
limone	 giallo	9.863789558410645	na
sole	 caldo	7.0383501052856445	na
cane	 fedele	21.70758819580078	na
sale	 grosso	8.319799423217773	na
cuore	 logico	28.503461837768555	na
ghiaccio	 snello	36.392478942871094	na
elefante	 africano	32.71969985961914	na
orso	 affamato	49.19038009643555	na
sole	 freddo	29.563364028930664	na
pera	 corta	9.233280181884766	na
ferita	 aperta	8.64576244354248	na
denaro	 sporco	38.465843200683594	na
formaggio	 fiacco	31.94344139099121	na
latte	 diviso	29.028091430664062	na
melanzana	 gialla	24.599458694458008	na
avvocato	 difensore	41.65706253051758	na
ferita	 otturata	39.386634826660156	na
fragola	 fresca	6.4112725257873535	na
pianeta	 rosso	7.998208045959473	na
fumo	 nero	8.878361701965332	na
torre	 moderna	7.687003135681152	na
cavallo	 razionale	27.930389404296875	na
notte	 superficiale	30.333942413330078	na
investigatore	 pubblico	11.37038516998291	na
stella	 verde	9.65527057647705	na
elefante	 europeo	8.177007675170898	na
arancia	 salata	8.520539283752441	na
famiglia	 semplice	10.436431884765625	na
gufo	 parlante	22.105934143066406	na
cenere	 gialla	30.437175750732422	na
barba	 lunga	6.680537223815918	na
sale	 sottile	29.660396575927734	na
formaggio	 fresco	6.734184741973877	na
piccione	 verde	8.642106056213379	na
automobile	 sportiva	26.77390480041504	na
stella	 rossa	26.034761428833008	na
peperone	 giallo	10.494635581970215	na
mela	 gialla	24.67644691467285	na
uova	 fresche	40.938636779785156	na
scuola	 materna	32.96627426147461	na
lago	 maggiore	11.84877872467041	na
pianeta	 blu	6.560650825500488	na
zucchero	 dolce	11.091204643249512	na
automobile	 agonistica	41.81589889526367	na
sorriso	 depresso	34.068241119384766	na
mela	 rossa	26.044301986694336	na
denaro	 difficile	11.443925857543945	na
