word_one	word_two	surprisal_w_two	entropy_w_one
torre	 medievale	49.96724319458008	na
sale	 sottile	42.4041862487793	na
automobile	 agonistica	43.18690872192383	na
orso	 sazio	41.380733489990234	na
arma	 perdente	39.35575866699219	na
investigatore	 pubblico	49.48893356323242	na
denaro	 sporco	41.479068756103516	na
bottiglia	 verde	10.216893196105957	na
fiamma	 pigra	30.435836791992188	na
banana	 rosa	10.08627700805664	na
caverna	 buia	31.03951072692871	na
inverno	 lento	32.528629302978516	na
stella	 rossa	38.80744934082031	na
casco	 beige	7.668842792510986	na
gallina	 giovane	48.767250061035156	na
notte	 superficiale	50.507198333740234	na
limone	 giallo	47.36659240722656	na
cuore	 logico	30.393510818481445	na
fumo	 pulito	34.554656982421875	na
uva	 marrone	44.72653579711914	na
gufo	 muto	31.716327667236328	na
alghe	 marine	7.220837116241455	na
fragola	 rancida	48.71274948120117	na
brezza	 diurna	46.930328369140625	na
persona	 aperta	34.746437072753906	na
arma	 nera	26.857444763183594	na
cane	 infido	34.09823226928711	na
famiglia	 semplice	42.0069694519043	na
braccio	 armato	27.602323532104492	na
fiamma	 viva	28.94407081604004	na
scatola	 fatata	29.617937088012695	na
specchio	 muto	31.946449279785156	na
formaggio	 fresco	35.52149963378906	na
elefante	 africano	64.90090942382812	na
barba	 lunga	34.714908599853516	na
peperone	 cremisi	40.33204650878906	na
melanzana	 gialla	56.48344802856445	na
ferita	 otturata	51.050872802734375	na
mela	 gialla	50.555259704589844	na
sole	 freddo	47.85795593261719	na
denaro	 difficile	9.816646575927734	na
pelle	 sensibile	36.23356628417969	na
soldato	 complesso	56.54141616821289	na
cuore	 matto	32.48455047607422	na
cavallo	 razionale	36.90947341918945	na
mela	 nera	23.92966651916504	na
uova	 stantie	44.654937744140625	na
latte	 materno	32.66743850708008	na
pomodoro	 fresco	34.471885681152344	na
avvocato	 attaccante	47.62501525878906	na
bandiera	 bianca	39.94786834716797	na
arancia	 salata	35.36396408081055	na
vedova	 nera	29.498153686523438	na
principe	 azzurro	65.69567108154297	na
arma	 vincente	36.7379264831543	na
orso	 affamato	58.682945251464844	na
scuola	 materna	33.18587875366211	na
ghiaccio	 snello	32.45899963378906	na
zucchero	 dolce	30.252643585205078	na
alghe	 fossili	43.32748031616211	na
bacio	 distaccato	53.74678421020508	na
torre	 moderna	30.672462463378906	na
arma	 bianca	40.86685562133789	na
orso	 tropicale	42.69195556640625	na
pianeta	 rosso	37.07062530517578	na
bistecca	 bassa	35.44123840332031	na
automobile	 sportiva	24.65114402770996	na
erba	 rossa	38.99596405029297	na
albicocca	 secca	32.57685470581055	na
sedia	 analogica	28.977951049804688	na
lago	 maggiore	82.29907989501953	na
bottiglia	 ocra	37.018436431884766	na
pera	 corta	42.08346176147461	na
vedova	 bianca	39.0804443359375	na
inverno	 lungo	36.515899658203125	na
cavallo	 pazzo	36.08369827270508	na
gufo	 parlante	41.290771484375	na
uova	 fresche	37.54249954223633	na
segretaria	 privata	39.106468200683594	na
latte	 diviso	33.680519104003906	na
poltrona	 vuota	33.56999969482422	na
peperone	 ocra	35.853458404541016	na
peperone	 rosso	36.40220642089844	na
sale	 grosso	29.341108322143555	na
braccio	 inerme	51.11042404174805	na
gallina	 vecchia	44.22998809814453	na
sedia	 elettrica	67.75337219238281	na
fragola	 fresca	36.03505325317383	na
fumo	 nero	30.648298263549805	na
limone	 rosso	35.10993576049805	na
bacio	 passionale	29.9727840423584	na
cuore	 solitario	50.71706008911133	na
pomodoro	 rancido	46.77825164794922	na
scuola	 paterna	36.10091018676758	na
zucchero	 amaro	39.873687744140625	na
stazione	 laterale	37.20517349243164	na
braccio	 calmo	37.804683685302734	na
albicocca	 viola	41.55352783203125	na
pecora	 nera	30.946733474731445	na
latte	 paterno	31.189355850219727	na
quercia	 stretta	42.95481491088867	na
ferita	 aperta	37.09592819213867	na
cenere	 gialla	53.84022521972656	na
stella	 verde	11.04695987701416	na
sorriso	 depresso	30.482826232910156	na
romanzo	 giallo	55.4849853515625	na
folla	 rinsavita	43.25104904174805	na
uniforme	 militare	49.404144287109375	na
orso	 polare	32.528709411621094	na
brezza	 notturna	54.3509521484375	na
formaggio	 fiacco	37.36932373046875	na
stazione	 centrale	47.64232635498047	na
mela	 rossa	34.904754638671875	na
piccione	 verde	9.750608444213867	na
limone	 blu	31.400142669677734	na
letto	 caldo	36.03110122680664	na
poltrona	 piena	32.9522819519043	na
carota	 grassa	30.464048385620117	na
avvocato	 difensore	69.79740905761719	na
elefante	 europeo	30.558120727539062	na
sole	 caldo	31.735525131225586	na
pianeta	 blu	34.59164047241211	na
soldato	 semplice	45.28163146972656	na
peperone	 giallo	62.90965270996094	na
sorriso	 divertito	41.834102630615234	na
cane	 fedele	32.1321907043457	na
oca	 bianca	36.65461730957031	na
animale	 adolescente	7.511785984039307	na
notte	 opaca	32.56024169921875	na
erba	 secca	34.09609603881836	na
ferro	 caldo	29.72376823425293	na
denaro	 facile	8.721348762512207	na
sorriso	 diabolico	53.34505081176758	na
letto	 temperato	37.82979965209961	na
melanzana	 viola	40.143436431884766	na
cuore	 affollato	65.49066162109375	na
animale	 adulto	28.426883697509766	na
scatola	 magica	35.79949188232422	na
cuore	 aperto	39.202388763427734	na
uva	 bianca	36.150245666503906	na
